Route1	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/route1'}
The Law App	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/the-law-app'}
audaxly	{'date': '2020', 'crunchbase_url': 'https://www.crunchbase.com/organization/audaxly'}
Izwan & Partners	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/izwan-partners'}
ApexCLE	{'date': '2014', 'crunchbase_url': 'https://www.crunchbase.com/organization/apexcle'}
Veloxiti	{'date': '1990', 'crunchbase_url': 'https://www.crunchbase.com/organization/veloxiti'}
ZICO Law	{'date': '1987', 'crunchbase_url': 'https://www.crunchbase.com/organization/zico-law'}
Logwise	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/logwise-507b'}
Beti	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/beti-digital-services'}
Valire	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/valire'}
SUMMARLY	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/summarly'}
Acaya	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/acaya'}
Aldabada	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/aldabada'}
LegalMaps	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/legalmaps'}
Ocaflow	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/ocaflow'}
Novus Law	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/novus-law'}
Privatica	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/privatica'}
Lawgarithm	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/lawgarithm'}
Inheryt	{'date': 'N/A', 'crunchbase_url': 'https://www.crunchbase.com/organization/inheryt'}
BlxLaw	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/blxlaw'}
eifas	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/eifas'}
Will 2 Click	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/will-2-click'}
AENVI	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/aenvi'}
Parallel Solutions	{'date': '2020', 'crunchbase_url': 'https://www.crunchbase.com/organization/parallel-solutions'}
Chudnovsky Law	{'date': '2004', 'crunchbase_url': 'https://www.crunchbase.com/organization/chudnovsky-law'}
Abogados NOW	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/abogados-now'}
Draftr	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/lawmentum'}
Coretext	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/coretext-technologies'}
FilingMantra	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/filingmantra'}
Jurimetric	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/jurimetric'}
LexDock	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/lexdock'}
Patent Digest	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/patent-digest'}
Politico Group	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/politico-group'}
LCM Finance	{'date': '1998', 'crunchbase_url': 'https://www.crunchbase.com/organization/lcm-finance'}
Sem Processo	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/sem-processo'}
Justice Solutions Group	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/justice-solutions-group'}
Braina	{'date': '2002', 'crunchbase_url': 'https://www.crunchbase.com/organization/braina'}
Qrative	{'date': '2008', 'crunchbase_url': 'https://www.crunchbase.com/organization/qrative-inventive-ip'}
Matters.Cloud	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/matters-cloud'}
Avallo	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/avallo'}
Vicente Sederberg	{'date': '2010', 'crunchbase_url': 'https://www.crunchbase.com/organization/vicente-sederberg'}
DiJu	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/diju'}
Litigation Master	{'date': '2014', 'crunchbase_url': 'https://www.crunchbase.com/organization/litigation-master'}
Merton Lawyers	{'date': '2013', 'crunchbase_url': 'https://www.crunchbase.com/organization/merton-lawyers'}
LawHero	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/lawhero'}
Huttons	{'date': '2005', 'crunchbase_url': 'https://www.crunchbase.com/organization/huttons'}
Planet Data	{'date': '2001', 'crunchbase_url': 'https://www.crunchbase.com/organization/planet-data'}
Legal Hub	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/legal-hub'}
One Protect	{'date': '2011', 'crunchbase_url': 'https://www.crunchbase.com/organization/one-protect-road-protect'}
Referent	{'date': '1995', 'crunchbase_url': 'https://www.crunchbase.com/organization/referent'}
The Time Billing	{'date': '2003', 'crunchbase_url': 'https://www.crunchbase.com/organization/time-billing'}
Benoam	{'date': '1999', 'crunchbase_url': 'https://www.crunchbase.com/organization/benoam-technologies-cim'}
Legal Loans	{'date': '2003', 'crunchbase_url': 'https://www.crunchbase.com/organization/legal-loans'}
PacerDash	{'date': '2011', 'crunchbase_url': 'https://www.crunchbase.com/organization/pacerdash'}
BGC Brasil	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/bgc-brasil'}
Free Legal Aid	{'date': '1997', 'crunchbase_url': 'https://www.crunchbase.com/organization/free-legal-aid'}
Disputec PeaceMaker	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/disputec-peacemaker-dpm'}
Lawhawk	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/lawhawk'}
QuickWill	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/quickwill'}
AOS Korea	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/aos-korea'}
Visitation Ease	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/visitation-ease'}
BlackLetter	{'date': '2012', 'crunchbase_url': 'https://www.crunchbase.com/organization/blackletter-2'}
Enact Conveyancing	{'date': '2000', 'crunchbase_url': 'https://www.crunchbase.com/organization/enactnveyancing'}
Pisar.bg	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/pisar-bg'}
Van Norman Law	{'date': '1994', 'crunchbase_url': 'https://www.crunchbase.com/organization/van-norman-law'}
lex.be	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/lex-be'}
Legal Resolved	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/legal-resolved'}
Bernabei & Wachtel	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/bernabei-wachtel'}
Da Vinci Partners LLC	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/da-vinci-partners-llc'}
Legable	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/legable'}
The Technolawgist	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/the-technolawgist'}
VictorAi	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/victorai'}
Kondracki Celej	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/kondracki-celej'}
PointOFLAW	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/pointoflaw'}
Stevens & Williamson Attorneys at Law	{'date': '1999', 'crunchbase_url': 'https://www.crunchbase.com/organization/stevens-williamson-attorneys-at-law'}
IurFRIEND	{'date': '2010', 'crunchbase_url': 'https://www.crunchbase.com/organization/iurfriend'}
Softinfo	{'date': '1990', 'crunchbase_url': 'https://www.crunchbase.com/organization/softinfo-97cc'}
Hanrei Times Holdings	{'date': '1948', 'crunchbase_url': 'https://www.crunchbase.com/organization/hanrei-times-holdings'}
Planet Patent	{'date': '2003', 'crunchbase_url': 'https://www.crunchbase.com/organization/planet-patent'}
We Legalize	{'date': '2019', 'crunchbase_url': 'https://www.crunchbase.com/organization/we-legalize'}
Handelonthelaw	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/handelonthelaw'}
Suitup Israel	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/suitup-israel'}
LinkLei	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/linklei'}
London Law Agency	{'date': '2005', 'crunchbase_url': 'https://www.crunchbase.com/organization/london-law-agency'}
Ingensity IP	{'date': '2007', 'crunchbase_url': 'https://www.crunchbase.com/organization/ingensity-ip'}
Berkelyn	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/berkelyn'}
Legalr	{'date': 'n/a', 'crunchbase_url': 'n/a'}
Weisberg Friedman & Klapisch	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/weisberg-friedman-klapisch'}
Pope mcglamry	{'date': '1979', 'crunchbase_url': 'https://www.crunchbase.com/organization/pope-mcglamry'}
Peters & Peters	{'date': '1938', 'crunchbase_url': 'https://www.crunchbase.com/organization/peters-peters'}
Makowski Legal Group	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/makowski-legal-group'}
Curtin & Heefner	{'date': '1932', 'crunchbase_url': 'https://www.crunchbase.com/organization/curtin-heefner'}
Lovelace Killen	{'date': '2005', 'crunchbase_url': 'https://www.crunchbase.com/organization/lovelace-killen'}
Intelivix	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/intelivix'}
Malgueiro Campos Advocacia	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/malgueiro-campos-advocacia'}
Makaira	{'date': '2014', 'crunchbase_url': 'https://www.crunchbase.com/organization/makaira'}
Millennium International Patent Law Firm	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/millennium-international-patent-law-firm'}
Callahan & Blaine	{'date': '1984', 'crunchbase_url': 'https://www.crunchbase.com/organization/callahan-blaine'}
Plougmann Vingtoft	{'date': '1967', 'crunchbase_url': 'https://www.crunchbase.com/organization/plougmann-vingtoft'}
Apptorney	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/apptorney'}
WikiProp	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/wikiprop'}
Rangefindr	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/rangefindr'}
Jacobowitz & Gubits	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/jacobowitz-gubits'}
Nominandum	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/nominandum'}
Public Law	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/public-law'}
dpVUE .images	{'date': '2011', 'crunchbase_url': 'https://www.crunchbase.com/organization/dpvue'}
SECIB	{'date': '1989', 'crunchbase_url': 'https://www.crunchbase.com/organization/secib'}
The Heir Hunters	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/the-heir-hunters'}
Lawfully	{'date': 'n/a', 'crunchbase_url': 'n/a'}
JusAPI	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/jusapi'}
GDPRfolder.eu	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/gdprfolder-eu'}
Protorae Law	{'date': '2010', 'crunchbase_url': 'https://www.crunchbase.com/organization/protorae-law'}
Policastro Law Group	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/policastro-law-group'}
Vision Legal Services	{'date': '2012', 'crunchbase_url': 'https://www.crunchbase.com/organization/vision-legal-services'}
SC Patents	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/sc-patents'}
ALTON North America	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/alton-north-america'}
Global Legal Data	{'date': '1999', 'crunchbase_url': 'https://www.crunchbase.com/organization/global-legal-data'}
Justice2People	{'date': '2014', 'crunchbase_url': 'https://www.crunchbase.com/organization/justice2people'}
Athelstan	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/athelstan'}
EXPO	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/expo'}
Third Dog Software	{'date': '2003', 'crunchbase_url': 'https://www.crunchbase.com/organization/third-dog-software'}
Carofano Law	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/carofano-law'}
Fallco	{'date': '1998', 'crunchbase_url': 'https://www.crunchbase.com/organization/fallco'}
Beau Walker - Marketing Scientist	{'date': '2007', 'crunchbase_url': 'https://www.crunchbase.com/organization/beau-walker-marketing-scientist'}
HELP ME	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/help-me-deff'}
Az Justice Center	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/az-justice-center'}
Reyes & Reyes Law Firm	{'date': '1973', 'crunchbase_url': 'https://www.crunchbase.com/organization/reyes-reyes-law-firm'}
Hozelito	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/ez-law-hozelito'}
Budde Schou	{'date': '1901', 'crunchbase_url': 'https://www.crunchbase.com/organization/budde-schou'}
Advocatenkantoren.nl	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/advocatenkantoren-nl'}
Replacement-in-hearing	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/replacement-in-hearing'}
Alfavit	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/alfavit'}
Metricson	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/metricson'}
LT42	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/lt42'}
Oberholtzer & Filous	{'date': '1939', 'crunchbase_url': 'https://www.crunchbase.com/organization/oberholtzer-filous'}
DiRiSo	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/diriso'}
Jureca	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/jureca'}
Renata Laterza Consultancy	{'date': 'n/a', 'crunchbase_url': 'https://www.crunchbase.com/organization/renata-laterza-consultancy'}
Aquarium | Legal Things	{'date': '2017', 'crunchbase_url': 'https://www.crunchbase.com/organization/aquarium-legal-things'}
Total Translations	{'date': '1995', 'crunchbase_url': 'https://www.crunchbase.com/organization/total-translations'}
Arbitrate	{'date': '2016', 'crunchbase_url': 'https://www.crunchbase.com/organization/arbitrate'}
Prima Veritas	{'date': '2007', 'crunchbase_url': 'https://www.crunchbase.com/organization/prima-veritas'}
Tsoromokos & Papadopoulos	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/tsoromokos-papadopoulos'}
Sob Demanda	{'date': '2015', 'crunchbase_url': 'https://www.crunchbase.com/organization/sob-demanda'}
Ottoni´s Consultoria	{'date': '2009', 'crunchbase_url': 'https://www.crunchbase.com/organization/ottoni-s-consultoria'}
Dok.legal	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/dok-legal'}
Flime	{'date': '2018', 'crunchbase_url': 'https://www.crunchbase.com/organization/flime'}
