company_name	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags
Evidox	 https://www.xactdatadiscovery.com/	 https://twitter.com/hashtag/evidox	 http://www.technewsbytes.com/lp/ibm/offerDetails.php?id=7874&ts=1574283376	 https://www.crunchbase.com/organization/evidox	 https://www.linkedin.com/company/evidox	 https://www.facebook.com/pages/category/Local-Business/Evidox-129067633785553/
File Right	 https://www.fileright.com/	 https://help.twitter.com/en/rules-and-policies/copyright-policy	 https://help.angel.co/	 https://www.crunchbase.com/organization/file-right	 https://business.linkedin.com/talent-solutions/blog/2014/12/5-tips-for-picking-the-right-linkedin-profile-picture	 https://www.facebook.com/fileright/
FormSwift	 https://formswift.com/	 https://twitter.com/formswift?lang=en	 https://angel.co/company/formswift-1/culture	 https://www.crunchbase.com/organization/formswift	 https://www.linkedin.com/company/formswift	 https://www.facebook.com/FormSwift-393792967457973/
Headnote	 https://headnote.com/	 https://twitter.com/headnotelaw?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/headnote/jobs	 https://www.crunchbase.com/organization/headnote	 https://www.linkedin.com/company/headnote	 https://www.facebook.com/headnotelaw
Hello Divorce	 https://hellodivorce.com/	 https://twitter.com/hellodivorce?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/hello-divorce	 https://www.crunchbase.com/organization/partways	 https://www.linkedin.com/company/hello-divorce	 https://www.facebook.com/hellodivorce/
HLP Integration	 https://hlpintegration.com/	 https://twitter.com/hlpintegration?lang=en	 https://hlpintegration.com/	 https://www.crunchbase.com/organization/hlp-integration	 https://www.linkedin.com/company/hlp-integration	 https://www.facebook.com/hlpintegration/
ImmiGo	 https://www.immigoseat.com/	 https://twitter.com/imminet?lang=en	 https://angel.co/company/immigo	 https://www.crunchbase.com/organization/lifeimage	 https://zw.linkedin.com/company/askellis?trk=recent-update_see-all	 https://www.facebook.com/imminet/posts/exciting-news-you-can-finally-buy-the-immi-go-hybrid-car-seat-online-httpimmigos/864239416928508/
Integreon	 https://www.integreon.com/	 https://twitter.com/Integreon?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/integreon-managed-solution	 https://www.crunchbase.com/organization/integreon	 https://www.linkedin.com/company/integreon	 https://www.facebook.com/Integreon/
Intensity Analytics	 https://intensityanalytics.com/	 https://twitter.com/tickstream	 https://angel.co/company/intensity-analytics	 https://www.crunchbase.com/organization/intensity-analytics	 https://www.linkedin.com/company/intensity-analytics	 https://www.facebook.com/intensityanalytics/
InterActive Legal	 https://interactivelegal.com/	 https://twitter.com/interactivlegal?lang=en	 https://angel.co/legal-tech-1	 https://www.crunchbase.com/organization/interactive-legal	 https://www.linkedin.com/company/interactive-legal	 https://www.facebook.com/interactivelegal/
Jurbid	 http://www.jurbid.com/	 https://twitter.com/jurbidlaw?lang=en	 http://www.americanbarfoundation.org/uploads/cms/documents/report_us_digital_legal_tech_for_nonlawyers.pdf	 https://www.crunchbase.com/organization/jurbid	 https://www.linkedin.com/company/jurbid	 https://www.facebook.com/JurbidLaw/
Jurilytics	 https://pitchbook.com/profiles/company/119896-03	 https://twitter.com/jurilytics?lang=en	 https://law.stanford.edu/blog/?tax_and_terms=3149&page=1&related_organization=4148	 https://rpubs.com/DanielSLee/legalanalyticsstartups	 https://co.linkedin.com/company/jurilytics	 https://www.facebook.com/jurilytics/
Lawgical	 https://www.lawgical.com/	 https://twitter.com/lawgical?lang=en	 https://angel.co/company/lawgical-india	 https://www.crunchbase.com/organization/lawgical	 https://www.linkedin.com/company/lawgical	 https://www.facebook.com/lawgical/
Lawlytics	 https://www.lawlytics.com/	 https://twitter.com/LawLytics?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/rmd-law/jobs	 https://www.crunchbase.com/organization/lawlytics	 https://www.linkedin.com/company/lawlytics	 https://www.facebook.com/LawLytics/
LawRevu	 https://www.crunchbase.com/organization/lawrevu-inc	 https://twitter.com/lawrevu?lang=en	 https://angel.co/company/lawrevu	 https://www.crunchbase.com/organization/lawrevu-inc	 https://gt.linkedin.com/company/lawrevu-inc-	 https://www.facebook.com/pages/LawRevu-Inc/1149761998372307
Legably	 https://www.legably.com/	 https://twitter.com/legably?lang=en	 https://angel.co/company/legably-1	 https://www.crunchbase.com/organization/legably	 https://www.linkedin.com/company/legably	 https://www.facebook.com/Legably/
Legal Analytics Corporation	 https://lexmachina.com/company/	 https://help.twitter.com/en/rules-and-policies/twitter-legal-faqs	 https://angel.co/legal	 https://www.crunchbase.com/organization/advanced-legal-analytics-ala	 https://www.linkedin.com/company/lex-machina	 https://www.facebook.com/policy.php
Legal Document Server	 https://www.legaldocumentserver.com/	 https://help.twitter.com/en/rules-and-policies/twitter-legal-faqs	 https://angel.co/company/legaldocs-2/jobs	 https://www.crunchbase.com/organization/legal-document-server-inc	 https://www.linkedin.com/company/legal-document-server-inc-	 https://www.facebook.com/LegalDocumentServer/
Legal Publish	 http://www.legalpublish.com/	 https://www.howtogeek.com/310158/are-other-people-allowed-to-use-my-tweets/	 https://angel.co/company/new-media-legal-publishing-2	 https://www.crunchbase.com/organization/new-media-legal-publishing	 https://www.linkedin.com/company/legal-publish-llc	 https://abovethelaw.com/2016/10/stop-posting-that-facebook-privacy-notice-your-pseudo-legalese-means-nothing/
Legal Shield	 https://www.legalshield.com/	 https://twitter.com/legalshield?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/legal-shield	 https://www.crunchbase.com/organization/legalshield	 https://www.linkedin.com/company/legalshieldofficial	 https://www.facebook.com/LegalShield/
Legalinc	 https://legalinc.com/	 https://twitter.com/LegalincCS?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://legalinc.com/	 https://www.crunchbase.com/organization/legal-inc	 https://www.linkedin.com/company/legalinc	 https://www.facebook.com/legalinc/
LexRoll.com	 https://lexroll.com/	 https://twitter.com/lexrollc	 https://www.peekyou.com/jacqueline_dedell	 https://www.seoblog.com/remove-legal-case-google/	 https://lawyers.lexroll.com/directory/listing/thomason-maples-allsup-clay-thomason/related?view=list&category=0&zoom=15&is_mile=0&directory_radius=0&sort=random&p=7	 https://www.facebook.com/public/Lex-Roll
LexSource	 https://lexsource.com/	 https://lexsource.com/	0	 http://compgroups.net/comp.unix.aix/aix-4.3.3-in-vmware/1248998	 https://www.linkedin.com/company/lexsource-llc	 https://www.facebook.com/public/Lex-Source
Mark43	 https://www.mark43.com/	 https://twitter.com/mark43?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/mark43	 https://www.crunchbase.com/organization/mark43	 https://www.linkedin.com/company/mark43	 https://www.facebook.com/mark43software/
Mastly	 https://angel.co/company/mastly	 https://twitter.com/mostlycorrectgy?lang=en	 https://angel.co/company/mastly	 https://www.crunchbase.com/organization/mostly-ai	 https://www.linkedin.com/company/mostlyai	 https://www.facebook.com/mostlykosher/
MetaJure	 https://metajure.com/	 https://twitter.com/metajure_inc?lang=en	 https://angel.co/company/metajure	 https://www.crunchbase.com/organization/metajure	 https://www.linkedin.com/company/metajure-inc-	 https://www.facebook.com/pages/category/Internet-Company/MetaJure-Inc-192570250843898/
Metaspike	 https://www.metaspike.com/	 https://twitter.com/metaspikehq?lang=en	 http://ec2-18-136-1-48.ap-southeast-1.compute.amazonaws.com/legalscape	 https://www.crunchbase.com/organization/metaspike-inc	 https://www.linkedin.com/company/metaspike	 https://www.facebook.com/metaspike/
Montage	0	 https://twitter.com/montagehotels?lang=en	 https://angel.co/company/montage_	 https://www.crunchbase.com/organization/montage-talent	 https://www.linkedin.com/company/montage	 https://www.facebook.com/MontageLagunaBeach/
Name Warden	 https://www.namewarden.com/	 https://twitter.com/namewarden?lang=en	 https://www.ancestry.com/name-origin?surname=warden	 https://www.crunchbase.com/organization/warden	 https://www.linkedin.com/company/name-warden-llc	 https://www.facebook.com/public/John-Warden
NetLaw	 https://www.netlawinc.com/	 https://twitter.com/netlawinc?lang=en	 https://angel.co/company/netlaw	 https://www.crunchbase.com/organization/netlaw	 https://www.linkedin.com/company/netlaw	 https://www.facebook.com/netlawgroup/
NexLP	 https://www.nexlp.com/	 https://twitter.com/nexlp_inc?lang=en	 https://angel.co/company/techstars/funding	 https://www.crunchbase.com/organization/nexlp	 https://www.linkedin.com/company/nexlp	 https://www.facebook.com/NexLPChicago/
Page Vault	 https://www.page-vault.com/	 https://twitter.com/pagevault?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/wevorce	 https://www.crunchbase.com/organization/page-vault-inc	 https://www.linkedin.com/company/page-vault	 https://www.page-vault.com/resources/how-to-save-print-facebook/
Picture It Settled	 http://www.pictureitsettled.com/	 https://twitter.com/settledrs?lang=en	 https://angel.co/company/picture-it-settled	 https://www.crunchbase.com/organization/picture-it-settled/timeline/timeline	 https://www.linkedin.com/company/settled	 https://www.facebook.com/PictureItSettled/
Planning Blox	 http://planningblox.com/	 https://twitter.com/planningblox?lang=en	 https://angel.co/company/planning-in-a-box	 https://www.crunchbase.com/organization/startblox	 https://www.linkedin.com/company/planning-blox	 https://www.facebook.com/pages/Planning-Blox-LLC/598931526925575
PracticePanther	 https://www.practicepanther.com/	 https://twitter.com/practicepanther?lang=en	 https://angel.co/company/practicepantherreviews	 https://www.crunchbase.com/organization/practicepanther	 https://www.linkedin.com/company/practicepanther-law-practice-management-software	 https://www.facebook.com/practicepanther/
PracticePro	 https://www.practicepro.cc/	 https://twitter.com/myPracticePro?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/kitty-hunk/people	 https://www.crunchbase.com/organization/practice-pro	 https://www.linkedin.com/company/practicepro	 https://www.facebook.com/mypracticepro/
Praktio	 https://praktio.com/	 https://twitter.com/praktio?lang=en	 https://digitalcommons.law.msu.edu/cgi/viewcontent.cgi?article=1540&context=facpubs	 https://taskforces.osbar.org/files/2018/05/LawGeex-The-In-House-Counsels-LegalTech-Buyers-Guide-2018-Edition.pdf	 https://www.linkedin.com/company/praktio	 https://p.facebook.com/praktio/
PrimaFacie	0	 https://twitter.com/primafacie	 https://angel.co/company/valustat	 https://www.crunchbase.com/organization/primafacie	 https://www.linkedin.com/company/primafacie	 https://www.facebook.com/primafacienow/
Promise	0	 https://twitter.github.io/util/docs/com/twitter/util/Promise.html	 https://angel.co/company/promise-technology	 https://www.crunchbase.com/organization/promise	 https://www.linkedin.com/company/joinpromise	 https://www.facebook.com/public/Promise
Qualmet	 https://www.qualmetlegal.com/	 https://twitter.com/qualmetlegal?lang=en	 https://angel.co/company/code-climate	 https://www.crunchbase.com/organization/qualmet	 https://www.linkedin.com/company/qualmet	 https://www.facebook.com/qualmetlegal/
Relativity	0	 https://twitter.com/RelativityHQ?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/relativity-2	 https://www.crunchbase.com/organization/kcura	 https://www.linkedin.com/company/relativityhq	 https://www.facebook.com/RelativityHQ/
ReplyToSome	 https://www.replytosome.com/	 https://twitter.com/winniewarellc?lang=en	 https://angel.co/company/winnieware-1	 https://www.crunchbase.com/organization/winnieware-llc	 https://www.linkedin.com/showcase/replytosome	 https://www.facebook.com/replytosome/
ROSS Intelligence	 https://rossintelligence.com/	 https://twitter.com/rossintel?lang=en	 https://angel.co/company/ross-intelligence	 https://www.crunchbase.com/organization/ross-intelligence	 https://www.linkedin.com/company/ross-inc	 https://www.facebook.com/rossintelligence/
Safe Corp	 https://www.safe-corp.com/	 https://about.twitter.com/en_us/safety.html	 https://angel.co/company/safegroup	 https://www.crunchbase.com/organization/safecorp-technology	 https://www.linkedin.com/company/safe-corporation	 https://www.facebook.com/CASafeCorps/
Scroll	 https://scroll.com/	 https://twitter.com/scroll_in?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/scroll-network	 https://www.crunchbase.com/organization/scroll	 https://www.linkedin.com/company/scroll.com	 https://www.facebook.com/scroll.in/
Seal Software	 https://www.seal-software.com/	 https://twitter.com/sealsoftware?lang=en	 https://angel.co/company/seal-software	 https://www.crunchbase.com/organization/seal-software-com	 https://www.linkedin.com/company/seal-software-group	 https://www.facebook.com/pages/Seal-Software-Group/291427224209315
Separate.Us	 https://idioms.thefreedictionary.com/separate+us+from	 https://twitter.com/separate_us	 https://angel.co/company/separate-us/funding	 https://www.crunchbase.com/organization/separate-us	 https://www.linkedin.com/company/separate-us	 https://www.facebook.com/separate.us/
SmartContract	 https://www.smartcontract.com/	 https://twitter.com/Smart_Contract?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://angel.co/company/smartcontract	 https://www.crunchbase.com/organization/smartcontract	 https://www.linkedin.com/company/smartcontract	 https://www.facebook.com/smartcontractthailand/
SmartUp Legal	 https://www.smartuplegal.com/	 https://twitter.com/smartup_?lang=en	 https://angel.co/company/smartup-5	 https://www.crunchbase.com/organization/smartup	 https://www.linkedin.com/company/smartuplegal	 https://www.facebook.com/smartuplegal/
Social Evidence	0	 https://twitter.com/social_evidence?lang=en	 https://angel.co/company/toonari	 https://www.crunchbase.com/organization/social-evidence	 https://www.linkedin.com/pulse/12-ways-build-social-proof-linkedin-nathanial-bibby	 https://revealbot.com/blog/social-proof-facebook-ads/
SupportHound	 https://www.lawsitesblog.com/2019/05/another-legal-tech-startup-is-shutting-down.html	 https://twitter.com/hashtag/supportdog?lang=en	 http://www.americanbarfoundation.org/uploads/cms/documents/report_us_digital_legal_tech_for_nonlawyers.pdf	 http://www.americanbarfoundation.org/uploads/cms/documents/report_us_digital_legal_tech_for_nonlawyers.pdf	 https://www.linkedin.com/in/juliegentiliarmbrust	 https://www.facebook.com/pages/category/Medical---Health/Supportdog-100533498329747/
Tali	0	 https://twitter.com/xitllaliloya?lang=en	 https://angel.co/company/telltali	 https://www.crunchbase.com/organization/tali	 https://www.linkedin.com/company/tali	 https://www.facebook.com/taliofficial/
TalksOnLaw	 https://www.talksonlaw.com/	 https://twitter.com/TalksOnLaw?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://www.youtube.com/watch?v=MnmrV_v2m5w	 http://www.americanbarfoundation.org/uploads/cms/documents/report_us_digital_legal_tech_for_nonlawyers.pdf	 https://www.linkedin.com/company/talks-on-law	 https://www.facebook.com/TalksOnLaw/
TestMax	 https://testmaxprep.com/	 https://twitter.com/testmax?lang=en	 https://angel.co/company/testmax/jobs	 https://www.crunchbase.com/organization/testmax	 https://www.linkedin.com/company/testmax-inc	 https://www.facebook.com/mytestmax/
Theory and Principle	 http://scholar.google.com/scholar?q=Theory+and+Principle&hl=en&as_sdt=0&as_vis=1&oi=scholart	 http://scholar.google.com/scholar?q=Theory+and+Principle+twitter&hl=en&as_sdt=0&as_vis=1&oi=scholart	 https://angel.co/company/theory-and-principle	 https://www.crunchbase.com/organization/theory-and-principle	 https://www.linkedin.com/company/theory-and-principle	 https://www.facebook.com/igmaStuttgart/
Track With Ease	 https://www.trackwithease.com/	 https://twitter.com/trackwithease?lang=en	 https://angel.co/company/ease	 https://www.crunchbase.com/organization/ease-central	 https://www.linkedin.com/company/trackwithease	 https://www.facebook.com/trackwitheaseinc/about/
Unbundled Attorney	 https://www.unbundledattorney.com/	 https://twitter.com/unbundledatty?lang=en	 https://angel.co/company/court-buddy	 https://www.unbundledattorney.com/about	 https://www.linkedin.com/company/unbundled-attorney	 https://www.facebook.com/UnbundledAttorney/
UpTime Legal Systems	 https://www.uptimelegal.com/	 https://twitter.com/uptimesystems?lang=en	 https://www.uptimelegal.com/	 https://www.crunchbase.com/organization/uptime-systems	 https://www.linkedin.com/company/uptime-systems	 https://www.facebook.com/uptimenyc/
vrsus	 https://www.crunchbase.com/organization/vrsus	 https://twitter.com/vsrsus?lang=en	 https://angel.co/company/vrsus	 https://www.crunchbase.com/organization/vrsus	 https://gh.linkedin.com/company/case-pacer	 https://www.facebook.com/vrsus576/
vtestify	 https://www.vtestify.com/	 https://twitter.com/vTestifyUS?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 http://qfl.ggjtl.xyz/	 https://www.crunchbase.com/organization/vtestify	 https://www.linkedin.com/company/vtestify	 https://www.facebook.com/vTestify
Wizdocs	 http://www.wizdocs.com/	 https://twitter.com/wizdocs?lang=en	 https://angel.co/	 https://www.crunchbase.com/organization/wizdocs	 https://www.linkedin.com/in/ben-longoria-1981726	 https://www.facebook.com/public/Wizdocs-From-Lightflake
Wordrake	 https://www.wordrake.com/	 https://twitter.com/WordRake?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	 https://www.lawsitesblog.com/2016/04/towards-accurate-listing-legal-tech-startups.html	 https://www.crunchbase.com/organization/wordrake	 https://www.linkedin.com/company/wordrake	 https://www.facebook.com/WordRake
YoCierge	 https://yocierge.com/	 https://twitter.com/yocierge?lang=en	0	 https://yocierge.com/filevine_integration/	 https://www.linkedin.com/company/yocierge	 https://www.facebook.com/pages/YoCierge/421348491540884
ZokuVault	 https://www.attorneyatwork.com/all-things-must-pass-zokuvault-keeps-it-organized/	 https://twitter.com/joshleavitt7/status/885168857547132928	 https://angel.co/company/zoku-technologies/jobs	 http://www.kouponlab.com/fundthrough-coupons/	 https://www.linkedin.com/pulse/all-things-must-pass-zokuvault-keeps-organized-jared-correia	 https://en-gb.facebook.com/zokuvault/
