Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
B	Big Time Software Inc	2002	Chicago, IL, USA	x	Practice Management	n/a	n/a	BigTime Software, Inc. is a United States-based cloud-based time and billing software company. The Company's browser-based interface for practice management allows professional services firms to instantly deploy and connect BigTime to existing back-office services. The Company's products include Lacerte, Mobile App, QuickBooks Timesheet, BigTime Express and Customer Raves. The Company develops practice management tools that help professional services firms track, manage and invoice their time. Its solutions are designed to speak the language of more than a dozen business types, from accounting and information technology (IT) services to architecture and engineering. It provides its products to a range of industries, such as accounting, technology, architecture and engineering, government contracting, legal and marketing.	http://bigtime.net	https://twitter.com/bigtimesoftware?lang=en	n/a	https://www.crunchbase.com/organization/bigtime-software	https://www.linkedin.com/company/bigtime-software-inc-	https://www.facebook.com/BigTimeSoftware/	n/a	active
B	Bill4Time	2006	Bellevue, Washington	x	Practice Management	n/a	n/a	Bill4Time is a secure, cloud-based legal time billing solution chosen by more than 50,000 firms. Time tracking (with ABA litigation code sets), matters management, trust and IOLTA accounting, document management and more. A builtin payment portal (supports LawPay, Stripe, PayPal and ACH). Information is safe and secure with 256-bit data encryption + local data backup. All invoices and reports can be customized to precisely match existing documents. The company offers free data migration services from other time billing systems.	https://www.bill4time.com	@bill4time.com	https://angel.co/company/bill4time-1/jobs	https://www.crunchbase.com/organization/bill4time	http://www.linkedin.com/company/bill4time	http://www.facebook.com/bill4time	time billing, practice management, time tracking, payment portal	active
B	BlackStone Discovery	n/a	Palo Alto, California, United States	x	Marketplace	n/a	n/a	BlackStone Discovery is a consulting legal company located in Palo Alto.	https://www.blackstonediscovery.com/	https://twitter.com/blackstoneinfo?lang=en	n/a	https://www.crunchbase.com/organization/blackstone-discovery	https://www.linkedin.com/company/blackstone-discovery/	https://www.facebook.com/blackstonediscovery	Consulting, Legal, Legal Tech	active
B	Bootstrap Legal	2017	Los Angeles, CA	x	Document Automation	n/a	n/a	Bootstrap Legal is a legaltech/fintech startup that applies AI to the legal industry. We automate the drafting of real estate financing legal documents so that real estate investors can get their legal offering documents affordably and efficiently via a user-friendly workflow--so they can maximize the time they have to raise capital prior to close.	https://www.bootstraplegal.com	@bootstraplegal	https://angel.co/bootstrap-legal	https://www.crunchbase.com/organization/bootstrap-legal#/entity	https://www.linkedin.com/company/bootstraplegal/?originalSubdomain=in	https://www.facebook.com/bootstraplegal/	artificial intelligence, machine learning, fundraising, securities law, real estate, fintech, legaltech	active
B	Bridge US	2011	San Francisco, CA, USA	x	Marketplace	Individuals	Legal Service Using Tech	Immigration Made Easy  Bridge US has reinvented the immigration process for companies. The company's cloud-based platform eliminates the time and paperwork associated with immigration processing, tracking, and compliance. Bridge US is the trusted immigration partner to leading companies, ranging from venture-backed startups to Fortune 500 companies.	https://bridge.us	https://twitter.com/immigrateUS	https://angel.co/bridge-us	http://www.crunchbase.com/organization/lexspot	http://www.linkedin.com/company/u-s-bridge	http://www.facebook.com/bridgeimmigration	immigration	active
B	Brightleaf	1900	Brookline, Massachusetts, United States	x	Analytics	n/a	n/a	Brightleaf helps in mining information from unstructured, text-based documents, and making it accessible.	https://www.brightleaf.com/	https://twitter.com/brightleaf	https://angel.co/company/brightleaf-solutions-1	https://www.crunchbase.com/organization/brightleaf	https://in.linkedin.com/company/brightleaf-corporation	http://www.facebook.com/brightleafcorp	Analytics, Content, Data Mining, Legal, Legal Tech, Software	active
B	Carta	pull back		x												
B	Case Status, Inc.	2017	Birmingham, Alabama, United States	x	Practice Management	n/a	n/a	Case Status operates as cloud based, client management tool for the legal services industry.	https://www.casestatus.com	@Thecase_status	https://angel.co/company/case-status	https://www.crunchbase.com/organization/case-status	https://www.linkedin.com/company/case-status	https://www.facebook.com/thecasestatus/	Cloud Data Services, Legal, Legal Tech, Professional Services, Real Time, SaaS, Software	active
B	Case.one	2015	Irvine, CA	x	Practice Management	n/a	n/a	Case.one is a flexible practice management solution that is easily customized to work the way you do, supports collaboration with your team and clients, incorporates AI-powered tools streamlining workflow, and integrates with leading applications including Outlook, Dropbox, Quickbooks, Gmail, and more.	https://case.one	n/a	n/a	https://www.crunchbase.com/organization/case-one-2	https://www.linkedin.com/company/10964691/	https://www.facebook.com/thecaseone	n/a	active
B	CaseFleet	2015	Atlanta, Georgia, United States	x	Practice Management	n/a	n/a	CaseFleet develops software for lawyers and legal professionals.	https://www.casefleet.com/	https://twitter.com/casefleet?lang=en	https://angel.co/company/casefleet-1	https://www.crunchbase.com/organization/casefleet	https://www.linkedin.com/company/casefleet	https://www.facebook.com/casefleet/	Ediscovery, Legal, Legal Tech, SaaS, Software	active
B	CaseGlide	2014	St. Petersburg, Florida, United States	x	Practice Management	n/a	n/a	CaseGlide is the dynamic legal spend SaaS company that offers unparalleled savings to insurance carriers and self-insured companies	https://caseglide.com/	https://twitter.com/caseglide	https://angel.co/company/caseglide/jobs	https://www.crunchbase.com/organization/caseglide	https://www.linkedin.com/company/caseglide/	https://www.facebook.com/pages/category/Lawyer---Law-Firm/CaseGlide-841240202651823/	Information Technology, Legal Tech, Property Insurance, Software	active
B	CaseMetrix	2012	Decatur, Georgia, United States	x	Marketplace	n/a	n/a	CaseMetrix owns and operates a verdict and settlement database.	https://case-metrix.com/	https://twitter.com/CaseMetrix	https://angel.co/company/casemetrix-1	https://www.crunchbase.com/organization/casemetrix	https://www.linkedin.com/company/casemetrix/	https://www.facebook.com/CaseMetrix/	Consulting, Database, Legal, Legal Tech, Marketing	active
B	CASEpeer	2015	Newport Beach, California, United States	x	Marketplace	n/a	n/a	CASEpeer is a cloud-based case management software for personal injury law.	https://www.casepeer.com/	@CASEpeer	n/a	https://www.crunchbase.com/organization/casepeer	https://www.linkedin.com/company/casepeer-legal-software/	https://www.facebook.com/casepeer/	Consulting, Legal, Legal Tech, SaaS, Software	active
B	Casetext	2013	San Francisco, California, United States	x	Legal Research	Service Providers	Legal Service Using Tech	Casetext is an AI legal research technology for litigators, helping researchers find cases.	https://casetext.com/	https://twitter.com/casetext?lang=en	https://angel.co/company/casetext	https://www.crunchbase.com/organization/casetext	https://www.linkedin.com/company/casetext	https://www.facebook.com/casetext/	Artificial Intelligence, Law Enforcement, Legal, Legal Tech, Publishing	active
B	Checkr	2014	San Francisco, California, United States	x	Document Automation	Individuals	Legal Service Using Tech	Checkr seeks to automate the process of professional background checks.	https://checkr.com/	https://twitter.com/checkr?lang=en	https://angel.co/company/checkr	https://www.crunchbase.com/organization/checkr	https://www.linkedin.com/company/checkr-com	https://www.facebook.com/checkrio/	Developer APIs, Enterprise Software, Human Resources, Information Services, Internet, Legal, Legal Tech, Software	active
B	Cicayda	2012	Nashville, TN, USA	x	Practice Management	Service Providers	Legal Tech	eDiscovery technology & services for intelligent litigationÌø_	http://www.cicayda.com/	https://twitter.com/cicayda	https://angel.co/company/cicayda	http://www.crunchbase.com/organization/cicayda	https://www.linkedin.com/company/cicayda	https://www.facebook.com/cicayda/	discovery	active
B	Clause	2016	New York, NY	x	Document Automation	n/a	n/a	Clause is a revolutionary new platform that enables commercial contracts to “come alive” and autonomously manage themselves. Our proprietary, patent-pending, infrastructure seamlessly integrates legally enforceable contracts with real-time data from web services, and business and accounting systems. Clause leaves behind the world of static, paper-based contracts and unleashes the massive potential of dynamic contracts. Prices, warranties, delivery requirements, and other terms update in response to data after the parties form their initial agreement. Clause brings an unprecedented level of speed, integration, and automation to the business world.	http://www.clause.io/	https://twitter.com/ClauseHQ	https://angel.co/clause	https://www.crunchbase.com/organization/clause	https://www.linkedin.com/company/clause	https://www.facebook.com/clausehq	autonomous contracts	active
B	ClearAccessIP	2013	San Francisco, CA, USA	x	Marketplace	Companies	Legal Service Using Tech	The First Integrated Patent Marketplace	http://clearaccessip.com/	https://twitter.com/clearaccessip	https://angel.co/clearaccessip	https://www.crunchbase.com/organization/clearaccessip	https://www.linkedin.com/company/clearaccessip/	https://www.facebook.com/clearaccessip/	marketplace, intellectual property	active
B	ClearstoneIP	2016	Palo Alto, California, United States	x	Analytics	n/a	n/a	ClearstoneIP provides a platform for conducting product clearance, freedom to operate, and patent infringement-based analysis.	https://www.clearstoneip.com/	https://twitter.com/clearstoneip?lang=en	n/a	https://www.crunchbase.com/organization/clearstoneip	http://www.linkedin.com/company/clearstoneip	n/a	Analytics, Information Services, Legal, Legal Tech	active
B	ClearView Social	2014	Buffalo, New York, United States	x	Practice Management	n/a	n/a	ClearView Social is a social sharing platform created to help law firms.	https://clearviewsocial.com/	https://twitter.com/cv_social?lang=en	https://angel.co/company/clearview-social	https://www.crunchbase.com/organization/clearview-social	https://www.linkedin.com/company/clearview-social	https://www.facebook.com/Clearviewsocial/	Legal, Legal Tech, Social Media, Social Media Management	active
B	Clerky	2013	Menlo Park, CA, USA	x	Document Automation	Companies	Legal Service Using Tech	Helping startups get legal stuff done right (and fast).	http://clerky.com	https://twitter.com/clerkyinc	https://angel.co/clerky-1	http://www.crunchbase.com/organization/clerky	https://www.linkedin.com/company/clerky-inc-/	https://www.facebook.com/clerkyinc	documents, forms, incorporation, start-ups	active
B	ClientSide	2015	Atlanta, Georgia, United States	x	Document Automation	n/a	n/a	ClientSide is an electronic signature for the professional services industry.	https://www.goclientside.com/	n/a	n/a	https://www.crunchbase.com/organization/clientside	https://www.linkedin.com/company/clientside-technologies/	n/a	Document Management, E-Signature, Internet, Legal, Legal Tech, Professional Services	active
B	Cognate	2014	Boston, MA	x	Document Automation	n/a	n/a	New way to record and prove trademark use.	https://Cognate.com	https://twitter.com/thecognate_?lang=en	https://angel.co/company/cognate-1/funding	https://www.crunchbase.com/organization/cognate	https://www.linkedin.com/company/cognatetm	https://www.facebook.com/cognatetm	n/a	active
B	Concord	2013	San Francisco, CA, USA	x	Document Automation	n/a	n/a	Used by 30,000+ small, medium, and Fortune 500 companies. Concord is the first All-In-One Contract Success Platform. Features include unlimited E-signatures, centralized database, online negotiation, contract management, compliance, and more. Our platform integrates with Salesforce, Google Drive, Dropbox, Clio and Box.	http://www.concordnow.com	@concordnow	https://angel.co/company/concordnow	https://www.crunchbase.com/organization/concord-5	https://www.linkedin.com/company/concord-servicing-corporation	https://www.facebook.com/Concord-Servicing-122574387811961/?ref=hl	n/a	active
B	ContactRoom	2014	San Mateo, CA, USA	x	Document Automation	n/a	n/a	Document Automation	https://contractroom.com	n/a	n/a	https://www.crunchbase.com/organization/contract-room	https://au.linkedin.com/company/contactspace	https://www.facebook.com/contactspace/	n/a	active
B	CosmoLex	2006	North Brunswick, NJ, USA	x	Practice Management	Service Providers	Legal Service Using Tech	Cloud-Based Practice Management Software	http://www.cosmolex.com/	https://twitter.com/CosmoLexLLC	n/a	https://www.crunchbase.com/organization/cosmolex	https://www.linkedin.com/company/cosmolex-llc	https://www.facebook.com/Cosmolex-1404647499787062/timeline/	cloud, practice management	active
B	Counsel on Call Services Inc	2001	Brentwood, TN, USA	x	Marketplace	n/a	n/a	Counsel on Call Services Inc is a United States-based legal services company. The Company provides managed services to corporate in-house legal departments and law firms. The company's attorneys work with in-house legal departments and law firms in managed services, or teams of attorneys on voluminous work that needs process and expert management; one attorney at a time for specific assignments or durations, and in a consultative role, collaborating with clients to determine how to handle and execute legal work. It has offices in Atlanta, Boston, Chicago, Dallfas, Memphis, Minneapolis and Nashville.	http://counseloncall.com/	n/a	n/a	n/a	https://www.linkedin.com/showcase/counsel-on-call	n/a	n/a	active
B	CounselHQ	2015	Chicago	x	Marketplace	n/a	n/a	Next generation search for legal	https://www.counselhq.com/	https://twitter.com/thecounselhq	n/a	https://www.crunchbase.com/organization/counselhq	https://www.linkedin.com/company/10874907/	n/a	n/a	active
B	Court Innovations Inc.	2014	Ann Arbor, MI	x	Online Dispute Resolution	n/a	n/a	Court Innovations Inc., makers of the Matterhorn online case and dispute resolution platform, is a spin-out of the University of Michigan Law School co-founded by U-M law professor and Stanford alumnus JJ Prescott. Matterhorn brings people together in an online environment to resolve relatively minor legal issues, such as small claims cases, delinquents taxes, warrants, disputed traffic and parking cases and more. It's going to court – without going to court.	https://getmatterhorn.com	@CourtInnovate	https://angel.co/court-innovations	https://www.crunchbase.com/organization/court-innovations	https://www.linkedin.com/company/courtinnovate	https://www.facebook.com/courtinnovate	online dispute resolution, case resolution	active
B	Courtroom5	2013	Durham, North Carolina, United States	x	Marketplace	n/a	n/a	Courtroom5 delivers access to justice to people in civil court without a lawyer.	https://get.courtroom5.com/	https://twitter.com/courtroom5legal?lang=en	https://angel.co/company/courtroom5	https://www.crunchbase.com/organization/courtroom5	n/a	https://www.facebook.com/Courtroom5Legal/	Consulting, Legal, Legal Tech, Software	active
B	CS Disco	2012	Houston, TX, USA	x	Practice Management	Service Providers	Legal Tech	Document review done right.	http://www.csdisco.com/	https://twitter.com/CS_Disco	https://angel.co/cs-disco	http://www.crunchbase.com/organization/cs-disco	https://www.linkedin.com/company/cs-disco-llc	https://www.facebook.com/csdisco/	documents, document review	active
B	CuroLegal	2016	Dayton, Ohio, United States	x	Marketplace	n/a	n/a	CuroLegal is a next-generation legal technology consulting and software development firm.	https://www.curolegal.com/	https://twitter.com/curolegal?lang=en	n/a	https://www.crunchbase.com/organization/curolegal	https://www.linkedin.com/company/curo-legal	https://www.facebook.com/CuroLegal/	Consulting, Legal, Legal Tech, Software	active
B	Digitory Legal	n/a	San Francisco, California, United States	x	Practice Management	n/a	n/a	Digitory Legal is an automated budgeting and resource management platform for law firms and legal departments.	https://www.digitorylegal.com/	https://twitter.com/digitorylegal?lang=en	n/a	https://www.crunchbase.com/organization/digitory-legal	https://www.linkedin.com/company/digitory-legal-corporation	https://www.facebook.com/Digitory-Legal-1684895765098372	Legal, Legal Tech, SaaS, Software	active
B	Directive Communication Systems, Inc.	2015	Boston, MA	x	Practice Management	n/a	n/a	Technology has made lives easier, however, for trusts and estates it has created a growing $7 trillion problem. More specifically, for estate professionals website owners and government agencies, it poses new and significant challenges to existing practice and protocols. The average person now has over 130 accounts including financial, social media, email, cloud based storage, eCommerce, cryptocurrency and many more. With so many accounts and no real way to capture our online footprint, it’s easy for digital property and information to be hidden, lost or forgotten.  Unlike tangible assets, digital property can not simply be accessed for review or passed on to heirs. Legal professionals and loved ones face a large and intricate maze of privacy policies, account holder agreements (TOSA) and governmental statutes designed to protect account holder privacy. Between digital assets, statutory and contractual mandates, and the sheer volume of accounts, the industry needs a solution now.     Directive Communication Systems, (DCS), where technology meets the outdated world of Trusts and Estates. DCS is the first and only technology based solution streamlining and networking digital asset and online account directives management. DCS provides an easy use to platform for identifying, organizing and cataloging all types of digital assets in preparation for estate affairs. DCS facilitates the process for ALL stakeholders with a platform that captures an individual’s accounts and directives now and into the future, making the service invaluable to clients for their lifetime. DCS simplifies estate administration by handling the communication of final wishes to site owners. In addition to NOT taking account passwords nor knowing the contents of an account, DCS is compliant to site owner Terms of Service Agreements and existing statutes, reducing costs and frustration. For website owners, DCS delivers improved efficiency for account holder death process management with streamlined notifications and online options administration. Ultimately, DCS will deliver a complete data communication network connecting all stakeholders including website owners, estates and government, speeding up a several month process to mere minutes.	https://www.directivecommunications.com	@directivecomms	https://angel.co/company/directive-communication-systems	https://www.crunchbase.com/organization/directive-communication-systems	https://www.linkedin.com/company/directive-communication-systems	https://www.facebook.com/directivecomms/	rufadaa, estate planning, digital assets, trusts & estates, estate planning, trusts	active
B	DirectLaw	2000	Palm Beach Gardens, Florida, United States	x	Online Dispute Resolution	n/a	n/a	DirectLaw provides a virtual law platform that enables law firms to offer online legal services.	https://www.directlaw.com/	https://twitter.com/directlawusa	https://angel.co/directlaw	https://www.crunchbase.com/organization/directlaw	https://www.linkedin.com/company/directlaw-inc./	https://www.facebook.com/Directlaw/	Advice, Collaboration, Document Management, Legal, Legal Tech, SaaS	active
B	Divorceify	n/a	New York, New York, United States	x	Practice Management	n/a	n/a	A comprehensive divorce marketplace utilizing predictive technology to connect divorce consumers to vetted professional help & resources.	https://divorceify.com/	https://twitter.com/divorceify?lang=en	https://angel.co/company/divorceify	https://www.crunchbase.com/organization/divorceify	https://www.linkedin.com/company/divorceify/	https://www.facebook.com/divorceify	Consumer, Legal, Legal Tech, Marketplace, Professional Networking	active
B	Doxly	2016	Indianapolis, Indiana, United States	x	Practice Management	n/a	n/a	Doxly develops transaction-management software for law firms.	https://doxly.com/	https://twitter.com/doxlyapp?lang=en	https://angel.co/company/doxly	https://www.crunchbase.com/organization/doxly	https://www.linkedin.com/company/doxly/	https://www.facebook.com/DoxlyApp/	Apps, Computer, Enterprise Software, Legal, Legal Tech, SaaS, Software	active
B	eBrevia	1900	Stamford, CT, USA	x	Analytics	n/a	n/a	No description yet	https://www.ebrevia.com	https://twitter.com/ebrevia?lang=en	https://angel.co/company/ebrevia-3	http://www.crunchbase.com/organization/foxwordy	http://www.linkedin.com/company/ebrevia	http://www.facebook.com/eBrevia	n/a	active
B	eDepoze	2012	Irvine	x	Practice Management	Service Providers	Legal Tech	Cloud-based legal deposition software system.	http://edepoze.com/	https://twitter.com/eDepoze	https://angel.co/edepoze	https://www.crunchbase.com/organization/edepoze	https://in.linkedin.com/company/edepoze	https://www.facebook.com/eDepoze	depositions, cloud	active
B	elementaryIP	2014	Santa Clara, CA	x	Document Automation	n/a	n/a	Deep learning AI for patent search and analytics	https://www.elementaryip.com/	n/a	n/a	https://www.crunchbase.com/organization/elementary-ip	https://www.linkedin.com/company/elementary	https://www.facebook.com/pages/ElementaryIP/182854265402138	n/a	active
B	Esq.me	2013	New York, NY, USA	x	Marketplace	Service Providers	Legal Service Using Tech	The First Exclusive Market Place for Lawyers	https://esqmelaw.com/	@esqmelaw	https://angel.co/esq-me-2	https://www.crunchbase.com/organization/esq-me	https://www.linkedin.com/company/esq-me/about	https://www.facebook.com/esq.me	web, find-a-lawyer, referral, network	active
B	Estate Guru	2014	Provo, UT	x	Document Automation	n/a	n/a	Having helped thousands of people with their estate plans we knew there was a simpler and smarter way. So we assembled the best people we could find – visionaries, techies, programmers, digital media marketers, attorneys, and financial planners. All with one purpose – to create a revolutionary new tool – Estate Guru. While Estate Guru is new, the knowledge and analytics behind it are not. Our team’s intimate knowledge and extensive experience covers every area of the estate planning process. Our collective expertise has been worked into the tool to create and manage estate plans that fit every unique need without breaking the bank. The platform has been designed to create documents in real time for simple accounts while aggressively looking for circumstances that need a traditional approach. Once the attorney has signed off on the legal logic in the tool and has approved the document templates as appropriate for the state(s) they practice, the platform allows the attorney to seamlessly scale their estate planning practice. Attorneys are now able to extend their practice into the offices of financial advisors or the homes of clients. In addition to generating revenue for all the automated work, attorneys get to personally service all the accounts that are too complicated for automation. These complicated accounts can then be billed at the attorneys normal rate. So Estate Guru becomes a way to find profitable accounts. The platform continually reaches out to clients to keep the client and the attorney informed of any life events that may require an update to their estate plan. In this sense, Estate Guru acts as an estate planning CRM. Finally, when clients die, the attorney is notified so they can help with the estate settlement work. Think volume.	https://estateguru.com	@estategurus	https://angel.co/company/estateguru	https://www.crunchbase.com/organization/estateguru	https://www.linkedin.com/company/estate-guru	https://www.facebook.com/EstatePlanGuru/	estate planning, automation, powers of attorney, wills, trusts, crm	active
B	Everchron	2012	Los Angeles, CA	x	Analytics	n/a	n/a	Everchron is a company dedicated to revolutionizing the way that lawyers use technology.  A lawyer’s work goes far beyond review and production and Everchron is focused on solving day-to-day problems that lawyers face in managing key documents, facts and work product. Everchron’s collaborative case management software puts all your case critical information and analysis at your fingertips in a central workspace, accessible from anywhere.	https://www.everchron.com/	@everchron	n/a	https://www.crunchbase.com/organization/everchron	https://www.linkedin.com/company/everchron/	https://www.facebook.com/Everchron-693995280719950/	saas, cloud, litigation management, case management	active
B	Everlaw	2010	Oakland, California, United States	x	Practice Management	Service Providers	Legal Tech	Everlaw is a legal technology company that provides a platform for document analysis to law firms, government, and corporations.	https://www.everlaw.com/	https://twitter.com/everlaw	https://angel.co/company/everlaw	https://www.crunchbase.com/organization/everlaw	http://www.linkedin.com/company/everlaw/	https://www.facebook.com/everlaw.inc/	Cloud Computing, Document Management, Ediscovery, Legal, Legal Tech, Productivity Tools, Project Management	active
B	everplans	2012	New York, NY, USA	x	Document Automation	Individuals	Legal Service Using Tech	A practical approach to life and death.	https://www.everplans.com/	https://twitter.com/everplans	https://angel.co/everplans	http://www.crunchbase.com/organization/everplans	https://www.linkedin.com/company/everplans	https://www.facebook.com/everplans/	wills, estates	active
B	Evisort Inc.	2016	San Mateo, CA	x	Document Automation	n/a	n/a	Evisort is a cloud-based contract analysis platform that utilizes AI and Automation for legal document management.	https://www.evisort.com	@evisort	https://angel.co/company/evisort	https://www.crunchbase.com/organization/evisort	https://www.linkedin.com/company/evisort/	https://www.facebook.com/evisort/	machine learning, ai-based contract management, contract analysis, contract management, contracts	active
B	FactBox	2013	San Francisco, CA, USA	x	Practice Management	n/a	n/a	FactBox is the SaaS Platform for Professional Services Freeing Professionals to do the work they were hired to do.	https://getfactbox.com	https://twitter.com/getfactbox?lang=en	https://angel.co/company/factbox	https://www.crunchbase.com/organization/factbox	https://www.linkedin.com/company/factbox	https://www.facebook.com/GetFactBox/	n/a	active
B	Fair Document	2011	Palo Alto, CA, USA	x	Marketplace	Individuals	Legal Service Using Tech	We provide affordable access to lawyers and allow users' easy control over all their legal documents.Ìø_	http://fairdocument.com	https://twitter.com/fairdocuments	https://angel.co/fair-document	https://www.crunchbase.com/organization/fair-document	https://www.linkedin.com/company/fairdocument/	https://www.facebook.com/fairdocument/	documents, web, find-a-lawyer	active
B	FairClaims	2014	Los Angeles	x	Online Dispute Resolution	n/a	n/a	Online dispute resolution platform.	https://www.fairclaims.com/	https://twitter.com/Fair_Claims	https://angel.co/fairclaims	https://www.crunchbase.com/organization/arbiclaims-inc	https://www.linkedin.com/company/fairclaims	https://www.facebook.com/1FairClaim/	n/a	active
B	Fastcase	1999	Washington, District of Columbia, United States	x	Analytics	n/a	n/a	Fastcase is the smarter alternative for legal research - using data visualization, citation analysis, and mobile apps to beautify the law.	https://www.fastcase.com/	https://twitter.com/fastcase	https://angel.co/company/fastcase	https://www.crunchbase.com/organization/fastcase	https://www.linkedin.com/company/fastcase/	https://www.facebook.com/fastcase/	Analytics, Data Visualization, Legal, Legal Tech, Search Engine	active
B	FastVisa US	2016	Dallas	x	Document Automation	n/a	n/a	The New Standard for Immigration Workflow	https://www.fastvisa.us/	https://twitter.com/fastvisaus?lang=en	https://angel.co/fastvisa-us/jobs	https://www.crunchbase.com/organization/fastvisa-2	https://www.linkedin.com/company/fastvisa-us	https://www.facebook.com/fastvisaus/	n/a	active
B	Foundation Software Group	2011	Evergreen, Colorado, United States	x	Practice Management	n/a	n/a	Foundation Software Group is a developer of next-generation software for large law firms.	https://www.foundationsg.com	https://twitter.com/foundationsg?lang=en	n/a	https://www.crunchbase.com/organization/foundation-software-group	https://www.linkedin.com/company/foundation-software-group	https://www.facebook.com/pages/Foundation-Software-Group/566394090390173	Information Services, Information Technology, Legal, Legal Tech, Professional Services, Software	active
B	Foxwordy Inc.	2012	Palo Alto, CA, USA	x	Marketplace	Service Providers	Legal Service Using Tech	Foxwordy is the enterprise social collaboration platform for the legal industry. The legal industry is being transformed by increased connectivity and an emphasis on efficiency. Foxwordy is the vital digital collaboration network legal professionals need to meet the industry’s evolving standards. Foxwordy is designed to help legal professionals get more work done, faster.  Foxwordy leverages a suite of breakthrough features including: Anonymity for private conversations with colleagues; Teams for grouping colleagues around specific subjects; and Clause Collaboration for sharing and editing clauses in real-time. Foxwordy’s secure, cloud-based collaboration platform is designed for law departments, law firms, legal associations, law schools and other legal industry organizations to realize the benefits of collaboration with their internal and external colleagues.	https://www.foxwordy.com	https://twitter.com/foxwordyinc	https://angel.co/foxwordy-inc	http://www.crunchbase.com/organization/foxwordy	n/a	n/a	web, find-a-lawyer, social network	active
